id	dialog	joy	sadness	trust	disgust	fear	anger	surprise	anticipation
377	Oh.  So is everyone, in the long run.	1	0	0	0	0	0	1	0
378	Let's be superficial, and just pity those poor philosophers, huh?  Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.	0	1	0	0	0	1	0	0
379	[LAUGHTER]	1	0	0	0	0	0	1	1
380	Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.	1	0	1	0	0	0	0	0
381	Aw.  Thank you, darling.  The same applies to you too, except that if you so much as look at another woman I'll kill you.	0	0	0	0	1	1	0	0
382	The one where you put that tiny painted wooden snake in my bed.	0	0	0	1	1	0	0	0
383	Oh Charles, that was his name.  He did wiggle so beautifully.	0	0	0	1	1	1	1	0
384	[GARBAGE]	0	0	0	1	0	0	0	0
385	It was a terrible thing.  I hated it.	0	1	0	0	0	0	0	0
386	How long did that row last?	1	0	0	0	0	0	1	0
387	It went on intermittently for days.	1	0	0	0	0	0	1	0
388	Uh huh.	0	0	0	0	0	1	0	0
389	But the worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.	0	1	0	1	1	1	0	0
390	That was a rouser, wasn't it?	0	0	0	0	0	0	0	0
391	[LAUGHTER] That was the first time you hit me.	0	1	0	1	0	1	0	0
392	I did not hit you very hard.	1	0	0	0	0	0	1	0
393	The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER]  How utterly, utterly ridiculous.	0	1	0	1	1	0	0	0
394	[LAUGHTER] I'll never forget his face. [LAUGHTER]	1	0	0	0	0	0	1	1
395	[LAUGHTER] We were very much younger then.	1	0	0	0	0	0	0	1
396	[LAUGHTER] And very much sillier.	0	0	0	1	0	0	0	0
397	However I believe the real cause of that row was Peter Burden.	1	0	1	0	0	0	1	0
398	Did you get the mail? So you saw my letter?	0	1	0	0	1	0	0	0
399	It's not fair.	0	0	0	1	0	0	0	0
400	Yeah.  I know.	1	0	1	0	0	0	0	0
401	I don't know.  I put in that. request too. They didn't...	1	0	1	0	0	0	0	0
402	I guess, you know, everybody has to make sacrifices.	0	1	0	0	1	0	0	0
403	I don't know, it's just not fair.  I think you've already made your sacrifice.	0	1	0	1	1	0	0	0
404	There's people that have given more though, you know?	0	0	0	0	0	0	0	0
405	I know.	0	0	0	0	0	0	0	0
406	I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.	0	0	0	0	1	0	1	0
407	I'm just trying to think of another way.  I'm just trying to...	0	0	0	0	0	0	0	0
408	like you sign up because you need money and	1	0	1	0	0	0	0	0
409	things just aren't what they seem.	0	0	0	0	0	0	0	0
410	This is a stupid war.	0	1	0	0	1	1	0	0
411	We're doing the right thing, though.	0	0	0	0	0	0	0	0
412	I know.	0	0	0	0	0	0	0	0
413	If not me then, who?	0	0	0	0	0	0	0	0
414	What am I going to do? Huh?	0	0	0	0	0	1	0	0
415	You'll videotape everything, yeah?	0	1	0	1	1	1	0	0
416	Yeah.	1	0	1	0	0	0	0	0
417	Maybe you can send it to me, like stream it, yeah?	1	0	1	0	0	0	0	0
418	Last month--  Yeah.	1	0	1	0	0	0	0	0
419	I just don't know how I'm going to do it without you.	0	0	0	1	1	0	1	0
420	I have to find sitters.	0	0	0	0	0	0	0	0
421	I can't raise a baby by myself.  How?	0	0	0	1	0	0	0	0
422	We've got friends, that's why we moved here, huh?  Because there is a day care down the street.	1	0	0	0	0	0	0	0
423	And your mother is close by.	1	0	0	0	0	0	0	0
424	And I want lots and lots and lots of pictures.	0	0	0	0	0	0	0	0
425	It's just not fair.	0	0	0	1	0	0	0	0
426	About what I was saying.	0	0	0	0	0	0	0	0
427	It certainly is not.  It's like slightly exaggerated scientific fact.	1	0	0	0	0	0	1	0
428	It's a PR.	0	0	0	0	0	0	0	0
429	Somebody sold you a bill of goods that something amazing is going to happen on the beach.	1	0	1	0	0	0	0	0
430	Everybody is believes that it keeps them excited, you know it keeps them coming back for more.	1	0	1	0	0	0	0	0
431	Are we talking about the same thing?	0	1	0	1	1	1	0	0
432	I'm sorry it still just fish to me.	0	1	0	0	1	0	0	0
433	Can I ask you a question?  Are you on your period?	1	0	1	0	0	0	0	0
434	Okay, well then what's bugging you?	1	0	0	0	0	0	0	1
435	Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.	1	0	1	0	0	0	0	0
436	And then we go home and they go home.	1	0	1	0	0	0	0	0
437	Because they never do.  Do they, have they ever?	0	0	0	0	0	0	0	0
438	We missed them twice.	0	1	0	1	1	1	0	0
439	I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.	0	1	0	0	1	0	0	0
440	Okay, I'm trying to work this backwards	1	0	1	0	0	0	0	0
441	You don't understand anything I'm saying.	0	1	0	0	1	1	0	0
442	and figure out where we took a turn to the worst thing.	1	0	0	0	0	0	1	0
443	Of course not.	1	0	1	0	0	0	0	0
444	Do you remember the first year we came here? It's about four years ago right after we got married.	1	0	0	0	0	0	1	0
445	We thought I was pregnant we had this bottle of champagne but no glasses.  You asked me to dance so we took off our shoes.	1	0	0	0	0	0	0	1
446	While we were dancing you said the softest most intimate things to me, right into my ears so I could feel them much as hear them.	1	0	0	0	0	0	1	0
447	Wait a minute, I've got it.	0	0	0	0	1	0	0	1
448	Dancing on the beach barefoot, drinking champagne from the bottle.	1	0	0	0	0	0	0	0
449	"It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?"	0	0	0	1	1	0	0	0
450	You want this to be like the other times, right?	1	0	0	0	0	0	0	0
451	I'd rather not remember some things.  I'd rather not hope for some things.	0	1	0	0	1	0	1	1
452	Do you want to dance?	1	0	0	0	0	0	1	0
453	No.	0	0	0	0	0	0	0	0
454	No.	0	0	0	0	0	0	0	0
455	No.	0	0	0	0	0	0	0	0
456	What? Huh?	0	0	0	0	0	1	0	0
457	You want to get married again?	1	0	0	0	0	0	1	0
458	What?  What?  You want to divorce?	0	1	0	0	1	0	0	0
459	A vacation?	1	0	0	0	0	0	0	0
460	No.	0	0	0	0	0	0	0	0
461	A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?	0	1	0	0	1	1	0	0
462	"You think there would be times when you'd look at me like I was used Kleenex and then I'd look at you and think ""Holy hell when is the next flight to Alaska."""	0	1	0	0	0	1	0	0
463	No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--	1	0	0	0	0	0	1	1
464	No.  You know what you get?  You know what you get?  You get this.	1	0	1	0	0	0	0	0
465	This what?  What is this?  This isn't even anything.	0	0	0	0	0	0	0	0
466	Right.	0	0	0	0	0	0	0	0
467	This isn't anything like I thought anything would be.	1	0	0	0	0	0	0	0
468	This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?	1	0	1	0	0	0	0	0
469	I'm doing the best I can.	1	0	0	0	0	0	1	0
470	I know that Augie, I really do.	0	0	0	0	0	0	0	0
471	I just can't help wishing that I was somebody, somewhere else.	1	0	0	0	0	0	1	0
472	Maybe if you were with somebody else too?	0	0	0	0	0	0	0	0
473	I didn't say that.	0	0	0	0	0	0	0	0
474	No, I know but--I know I don't make you happy.	1	0	0	0	0	0	0	0
475	Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.	1	0	0	0	0	0	0	1
476	Yeah?	1	0	1	0	0	0	0	0
477	Yes, don't be ridiculous.  Don't you know that?	1	0	1	0	0	0	0	0
478	So maybe we're in the wrong spot.  But we're with the right person.	1	0	0	0	0	0	0	1
479	I don't know, just seemed like such a good spot to me.	1	0	0	0	0	0	0	0
480	Oh I saw that.  Pretty isn't it. Big ol' white moon.	1	0	0	0	0	0	0	1
481	Look what we got here.	0	0	0	0	0	0	0	0
482	It's not champagne.	0	0	0	0	0	0	0	0
483	Are you cold, huh?  Do you want to go home?	1	0	1	0	0	0	0	0
484	I'm beginning to think you might be right.  I think this might be the spot after all.	1	0	0	0	0	0	0	0
485	Augie, I'm sorry.	0	1	0	0	1	0	0	0
486	Shh...	0	0	0	0	0	1	0	0
487	If we are really quiet, the fish might come.	1	0	1	0	0	0	0	0
488	Or not.	0	0	0	0	0	0	0	0
489	So what's up?  What's new?	0	0	0	0	0	0	0	0
490	Well Vegas was awesome.	1	0	1	0	0	0	0	1
491	Shut up.  No- in Vegas?	0	0	0	0	0	1	0	0
492	Yeah.  In the old town part.	1	0	0	0	0	0	1	0
493	Chuck. [LAUGHTER]	0	0	0	0	0	1	0	0
494	Oh.  The Wheel of Fortune slots?	1	0	1	0	0	0	0	0
495	Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.	1	0	0	0	0	0	1	0
496	He turned to you and was like...	0	0	0	0	0	0	0	0
497	Hey.  Let's get married and I said okay.	1	0	0	0	0	0	1	0
498	Yeah.  Well.  You know, because he's leaving the next day.	1	0	0	0	0	0	0	1
499	Yeah.	1	0	1	0	0	0	0	0
500	But we're going to have a honeymoon cruise.	1	0	1	0	0	0	0	1
501	Oh.  I hadn't even thought about that.	0	0	0	1	0	0	0	0
502	Yeah.  Think about that.	1	0	1	0	0	0	0	0
503	He's not going to be a citizen, though.	0	0	0	1	0	1	0	0
504	Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?	1	0	0	0	0	0	1	0
505	Oh.  Totally.	0	0	0	0	0	0	0	0
506	Oh, how are you going to do the long distance thing?  So wait, are you going to move there?	0	0	0	0	1	0	0	1
507	I guess I'll-  I guess I'll have an internet husband.[LAUGHTER]	1	0	0	0	0	0	1	1
508	Like you need another one of those.[LAUGHTER]	1	0	0	0	0	0	1	1
509	I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.	0	1	0	1	1	1	0	0
510	Is that your phone?	0	0	0	0	0	0	0	0
511	Yeah, so [LAUGHTER] He's calling me now	1	0	0	0	0	0	1	1
512	He loves you.	1	0	0	0	0	0	0	0
513	He likes to keep tabs, you know.	1	0	1	0	0	0	0	0
514	How much did he win at the slot?	1	0	0	0	0	0	0	1
515	Uh, I think seven hundred and fifty dollars.	1	0	1	0	0	0	0	0
516	Really? Penny slots?	1	0	0	0	0	0	0	0
517	Penny slots. That's what he plays.	1	0	0	0	0	0	0	0
518	Wow.	1	0	0	0	0	0	1	0
519	I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.	0	1	0	0	0	1	0	1
520	Oh.	0	0	0	0	0	0	0	0
521	Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-	1	0	0	0	0	0	1	0
522	But the pennies always get you because you end up spending like, you know, fifty bucks.	1	0	1	0	0	0	0	0
523	Fifty bucks. Mmhmm.	0	0	0	0	0	1	0	0
524	Well so now we're married. We have cat children.	1	0	0	0	0	0	0	0
525	Awesome.	1	0	0	0	0	0	0	0
526	[LAUGHTER] Cat babies.	1	0	0	0	0	0	1	1
527	We renamed Brenda, Lumber Janet.	0	0	0	0	0	1	0	0
528	That's fair enough.	1	0	1	0	0	0	0	0
529	She needs a new name each state that we go into. [LAUGHTER]	0	0	0	0	0	1	0	0
530	Why did he invite her here?	1	0	1	0	0	0	0	0
531	She's been in New York three and an half years, why all of a sudden?	0	0	0	0	0	0	0	0
532	Well maybe...maybe he just wanted to see her.	1	0	0	0	0	0	0	1
533	What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?	1	0	0	0	0	0	1	0
534	[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.	0	1	0	0	1	0	0	0
535	He's not going to marry her.	0	1	0	1	1	1	0	0
536	It's got that about it.	0	0	0	0	0	0	0	0
537	Oh.  So what.	0	0	0	0	0	0	0	0
538	What is going on here, Joe?	1	0	0	0	0	0	1	0
539	Now listen.	0	0	0	0	0	0	0	0
540	She is not his girl.  She knows she's not.	0	0	0	0	0	0	0	0
541	You can't read her mind.	0	1	0	0	1	0	0	0
542	Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.	0	0	0	1	1	0	0	1
543	How do you know why she waited?	0	0	0	0	1	0	0	1
544	Hey look, it's a nice day, huh?  Why are we arguing?	0	1	0	0	1	1	0	0
545	What do you want me to do? What do you want?	0	0	0	0	0	0	0	0
546	I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.	1	0	1	0	0	0	0	1
547	Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.	0	1	0	1	1	1	0	0
548	Calm yourself.	1	0	1	0	0	0	0	0
549	Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.	1	0	0	0	0	0	0	0
550	I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?	1	0	1	0	0	0	0	0
551	I can't help it.	0	0	0	1	0	0	0	0
552	We were very much younger then.	1	0	0	0	0	0	0	1
553	And very much sillier.	0	0	0	1	0	0	0	0
554	However I believe the real cause of that row was Peter Burden.	1	0	1	0	0	0	1	0
555	Oh.  You knew there was nothing in that.	0	0	0	1	0	0	0	0
556	I knew nothing of the sort.  You took presents from him.	1	0	0	0	0	0	1	0
557	Presents?  It was only a trivial, little brooch.	0	1	0	1	1	1	0	0
558	It was bristling with diamonds.  In the worst possible taste, too.	1	0	1	0	0	0	0	0
559	It was not.  I still have it, and I wear it often.  It is very pretty.	1	0	0	0	0	0	1	0
560	You went out of your way to torture me over Peter Burden.	0	1	0	0	1	0	1	0
561	What of it?	0	0	0	0	0	0	0	0
562	What about me?	0	0	0	0	0	0	0	0
563	If you hadn't been so suspicious and nosey, you never would have known a thing about it.	1	0	0	0	0	0	1	1
564	That's a nice point of view, I must say.	1	0	0	0	0	0	0	0
565	Oh dear.  I'm bored with this conversation.	0	1	0	1	0	0	0	1
566	So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?	0	0	0	1	1	0	0	0
567	No.  Thank you.	1	0	1	0	0	0	0	0
568	I don't know why you'd want any, you've already had three glasses.	0	0	0	0	0	0	0	0
569	No particular reason.  Anyhow, they are very small ones.	0	0	0	1	0	0	0	0
570	You can hardly call three glasses of liquor a whole evening long, going on and on and on.	1	0	0	0	0	0	1	0
571	It's become a habit with you.	1	0	0	0	0	0	0	0
572	Really, Amanda.	0	0	0	0	0	0	0	0
573	What?	0	0	0	0	0	0	0	0
574	Nothing.	0	0	0	1	0	0	0	0
575	you going out somewhere, dear?	1	0	1	0	0	0	0	1
576	No.  I am just making myself fascinating for you.	1	0	0	0	0	0	1	0
577	That reply has broken my heart.	0	1	0	0	1	0	0	0
578	Oh.  It's a woman's duty to allure the man.	1	0	0	0	0	0	0	1
579	No it isn't.	0	0	0	0	0	0	0	0
580	Yes it is.	1	0	1	0	0	0	0	0
581	You shut up.	0	0	0	0	0	1	0	0
582	It's funny it hasn't worked such wonders for you.	1	0	0	0	0	0	1	0
583	Snap, snap, snap.  You know you are like a little adder.	0	1	0	0	1	1	0	0
584	Adders don't snap, they sting.	0	1	0	0	1	0	0	0
585	Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.	0	0	0	1	1	1	1	0
586	They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.	0	0	0	1	0	1	0	0
587	Yes I did, quite a lot.	1	0	1	0	0	0	0	0
588	You're quite insufferable, I expect it's because you are drunk.	0	1	0	0	1	0	0	0
589	I think I am not in the least bit drunk.	1	0	0	0	0	0	0	1
590	You've always had a weak head.	0	0	0	0	1	0	0	1
591	On the contrary, a child of two can get violently drunk on only one glass of brandy.	0	1	0	0	1	0	0	0
592	That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.	1	0	0	0	0	0	1	0
593	Oh shut up.	0	0	0	0	0	1	0	0
594	Not very funny, darling.  Why don't you have some more brandy.	0	1	0	0	0	0	0	0
595	[LAUGHTER] That's a very good idea.  I think I will.	1	0	0	0	0	0	0	1
596	Look, you better turn that off. I don't want to wake up the people upstairs.	0	1	0	1	1	1	0	0
597	There are no people upstairs; it's a photographer's studio.	1	0	1	0	0	0	0	0
598	Well then you'll wake up the people downstairs.	1	0	0	0	0	0	0	1
599	Turn it on again, please.	1	0	0	0	0	0	1	0
600	I will do no such thing.	0	0	0	0	0	0	0	0
601	You are far too temperamental, try to control yourself.	0	0	0	0	0	1	0	0
602	Turn it off.	0	1	0	1	1	1	0	0
603	Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible.	1	0	1	0	0	0	0	0
604	You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.	0	0	0	0	0	1	0	0
605	You're not.	0	0	0	0	0	0	0	0
606	Yes I am.   Stop it. Stop it.  Let go of me. Oh.  You're a cruel fiend.  I loathe and I hate you. Marry you again?  Never, never, never. I hope you die in torment, you brute beast cad.	0	1	0	0	1	1	0	0
607	Excuse me.	0	1	0	1	1	1	0	0
608	Yeah.	1	0	1	0	0	0	0	0
609	Who told you to get in this line?	0	1	0	0	1	0	0	0
610	You did.	0	0	0	0	0	0	0	0
611	You were standing at the beginning and you directed me.	1	0	0	0	0	0	1	0
612	Okay. But I didn't tell you to get in this line if you are filling out this particular form.	1	0	0	0	0	0	0	0
613	Well what's the problem?  Let me change it.	1	0	0	0	0	0	0	1
614	This form is a Z.X.four.	1	0	0	0	0	0	1	0
615	What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen.	0	1	0	1	1	1	0	0
616	No. I need another set of ID to prove this is actually you.	1	0	0	0	0	0	0	0
617	How am I supposed to get an ID without an ID?  How does a person get an ID in the first place?	0	1	0	1	1	0	0	0
618	I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.	0	0	0	1	0	0	0	0
619	I'm here to get an ID.	0	0	0	0	0	0	0	0
620	No.  I need another ID, a separate one.	0	0	0	0	1	0	0	1
621	Like what?  Like a birth certificate?	1	0	0	0	0	0	0	0
622	A birth certificate, a passport...a student ID; didn't you go to school?  Anything?	1	0	0	0	0	0	0	0
623	Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here?	0	1	0	1	1	1	0	0
624	Yeah.  We keep it on file, but we need an ID to access that file.	1	0	0	0	0	0	0	1
625	How long have you been working here?	1	0	0	0	0	0	1	0
626	Actually too long.	1	0	0	0	0	0	1	0
627	Clearly.  You know, do you have like a supervisor or something?	1	0	1	0	0	0	0	0
628	Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.	1	0	0	0	0	0	0	0
